,user_id,company_name,company_type,industry,latest_title,intro,currently_employed
1245,ccb1603a-2349-11ea-a4ee-74d02b9c93aa,Youspan,Private Company,Public Utilities,Recruiting Manager,"Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.

Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.

Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",True
1246,ccb1603b-2349-11ea-b9fa-74d02b9c93aa,Yakidoo,Registered or Incorporated Companies,Consumer Services,Quality Engineer,"Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.

Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.

Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",True
1247,ccb1603c-2349-11ea-8720-74d02b9c93aa,Eare,Companies Limited By Guarantee,Health Care,Design Engineer,"In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.",True
1249,ccb1603e-2349-11ea-9c6a-74d02b9c93aa,Devpoint,Public Company,Capital Goods,Statistician III,"Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",True
1250,ccb1603f-2349-11ea-ba9e-74d02b9c93aa,Trilia,Public Company,Finance,Design Engineer,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.",True
1251,ccb16040-2349-11ea-b38a-74d02b9c93aa,Dynabox,Companies Limited By Guarantee,Energy,Media Manager I,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.

Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.

Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.",False
1252,ccb16041-2349-11ea-bc2e-74d02b9c93aa,Zoonoodle,Companies Limited By Shares,Technology,Marketing Assistant,"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",True
1253,ccb16042-2349-11ea-b8ab-74d02b9c93aa,Zoomzone,One Person Company,Public Utilities,Quality Control Specialist,"Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.

Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.

Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.",True
1255,ccb16044-2349-11ea-8540-74d02b9c93aa,Thoughtsphere,Private Company,,Project Manager,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.

Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.

Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.",True
1256,ccb16045-2349-11ea-92d9-74d02b9c93aa,Fliptune,Public Company,,Professor,"Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",True
1257,ccb16046-2349-11ea-930c-74d02b9c93aa,Yodo,Private Company,Miscellaneous,Assistant Media Planner,"Sed ante. Vivamus tortor. Duis mattis egestas metus.

Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",False
1258,ccb16047-2349-11ea-a98e-74d02b9c93aa,Gigashots,Companies Limited By Shares,Consumer Services,Help Desk Operator,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.",True
1259,ccb16048-2349-11ea-8023-74d02b9c93aa,Twitternation,Private Company,Capital Goods,Structural Analysis Engineer,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.

Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.

Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",False
1260,ccb16049-2349-11ea-9fcf-74d02b9c93aa,Thoughtworks,Unlimited Companies,,VP Quality Control,Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.,False
1261,ccb1604a-2349-11ea-88ff-74d02b9c93aa,Realfire,Companies Limited By Shares,,Programmer IV,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus.",True
1263,ccb1604c-2349-11ea-821e-74d02b9c93aa,Yoveo,Unlimited Companies,,Safety Technician II,"Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.

Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.",False
1264,ccb1604d-2349-11ea-b9fb-74d02b9c93aa,Livetube,Unlimited Companies,Health Care,Nurse Practicioner,"Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.

In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.

Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.",False
1265,ccb1604e-2349-11ea-b884-74d02b9c93aa,Myworks,Companies Limited By Guarantee,Finance,Paralegal,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.

Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",True
1266,ccb1604f-2349-11ea-95d6-74d02b9c93aa,Browsetype,Companies Limited By Guarantee,,Programmer IV,"Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.

Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",True
1267,ccb16050-2349-11ea-bda9-74d02b9c93aa,Thoughtstorm,Unlimited Companies,Energy,Structural Engineer,"In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.

Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.

Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.",True
1268,ccb16051-2349-11ea-a047-74d02b9c93aa,Leexo,Statutory Companies,Consumer Services,Help Desk Technician,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.",True
1269,ccb16052-2349-11ea-8022-74d02b9c93aa,Realbuzz,Public Company,,Structural Analysis Engineer,Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.,False
1270,ccb16053-2349-11ea-8c27-74d02b9c93aa,Skimia,One Person Company,,Community Outreach Specialist,"Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.

Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.",False
1271,ccb16054-2349-11ea-983b-74d02b9c93aa,Wikibox,Registered or Incorporated Companies,Technology,Junior Executive,"Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.

Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.

Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.",True
1272,ccb16055-2349-11ea-b2c1-74d02b9c93aa,Zoomzone,Public Company,Consumer Non-Durables,Physical Therapy Assistant,"Phasellus in felis. Donec semper sapien a libero. Nam dui.

Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.",True
1273,ccb16056-2349-11ea-a6c5-74d02b9c93aa,Viva,Registered or Incorporated Companies,Finance,Editor,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.",True
1274,ccb16057-2349-11ea-92b0-74d02b9c93aa,Blogpad,Royal Chartered Companies,Consumer Services,Internal Auditor,"Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.

Fusce consequat. Nulla nisl. Nunc nisl.

Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.",False
1275,ccb16058-2349-11ea-aa77-74d02b9c93aa,Kazio,Private Company,Technology,Project Manager,Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.,True
1276,ccb16059-2349-11ea-84af-74d02b9c93aa,Kwideo,Public Company,Consumer Non-Durables,Office Assistant II,"Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",False
1278,ccb1605b-2349-11ea-a4df-74d02b9c93aa,Twimbo,Royal Chartered Companies,Consumer Services,Cost Accountant,Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.,True
1279,ccb1605c-2349-11ea-a689-74d02b9c93aa,Oodoo,Companies Limited By Guarantee,Technology,Financial Analyst,Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.,True
1280,ccb1605d-2349-11ea-aecc-74d02b9c93aa,Aimbu,Companies Limited By Guarantee,Miscellaneous,Nurse,"In congue. Etiam justo. Etiam pretium iaculis justo.

In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.",True
1281,ccb1605e-2349-11ea-a4f3-74d02b9c93aa,Buzzdog,Public Company,,General Manager,"Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.

In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",False
1282,ccb1605f-2349-11ea-81db-74d02b9c93aa,Yamia,One Person Company,Capital Goods,Design Engineer,"Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.

Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.

Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.",True
1283,ccb16060-2349-11ea-8c6e-74d02b9c93aa,Skipfire,Companies Limited By Guarantee,Technology,Editor,"In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.

Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.

Sed ante. Vivamus tortor. Duis mattis egestas metus.",True
1284,ccb16061-2349-11ea-9b91-74d02b9c93aa,Oyoloo,Royal Chartered Companies,Finance,Senior Quality Engineer,"Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.

Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.

Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",True
1286,ccb16063-2349-11ea-abac-74d02b9c93aa,Browsetype,Unlimited Companies,Finance,Developer II,Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.,True
1289,ccb16066-2349-11ea-87a5-74d02b9c93aa,Jabbersphere,Registered or Incorporated Companies,Basic Industries,Pharmacist,"Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.

Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.

Phasellus in felis. Donec semper sapien a libero. Nam dui.",True
1290,ccb16067-2349-11ea-8734-74d02b9c93aa,Twinte,Public Company,Consumer Non-Durables,Senior Editor,"In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.

Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.",True
1291,ccb16068-2349-11ea-b21a-74d02b9c93aa,Mudo,Statutory Companies,Consumer Durables,Paralegal,"Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",True
1292,ccb16069-2349-11ea-9e07-74d02b9c93aa,Voonte,Royal Chartered Companies,Transportation,Nuclear Power Engineer,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus.",True
1293,ccb1606a-2349-11ea-a818-74d02b9c93aa,Edgepulse,Royal Chartered Companies,Consumer Services,Senior Quality Engineer,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.",True
1294,ccb1606b-2349-11ea-9214-74d02b9c93aa,Katz,Companies Limited By Guarantee,Consumer Services,Programmer Analyst II,"Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.

Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.

Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",True
1295,ccb1606c-2349-11ea-a1e4-74d02b9c93aa,Gevee,Registered or Incorporated Companies,,VP Quality Control,"Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.

Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.

Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.",True
1296,ccb1606d-2349-11ea-ab3c-74d02b9c93aa,Ooba,Private Company,Finance,Food Chemist,"Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.

Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",True
1297,ccb1606e-2349-11ea-8b3c-74d02b9c93aa,Quire,Companies Limited By Shares,Technology,Budget/Accounting Analyst I,"Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.

In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",False
1298,ccb1606f-2349-11ea-b566-74d02b9c93aa,Jaxnation,Royal Chartered Companies,Health Care,Senior Editor,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.

Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.

Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.",True
1299,ccb16070-2349-11ea-ab51-74d02b9c93aa,Photobug,Companies Limited By Guarantee,Technology,Design Engineer,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus.",True
1300,ccb16071-2349-11ea-bea8-74d02b9c93aa,Brightdog,Companies Limited By Shares,Health Care,Financial Advisor,"Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.

Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.",True
1301,ccb16072-2349-11ea-b754-74d02b9c93aa,Rhycero,Private Company,Finance,Director of Sales,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.",True
